TERM,COURSE,ENRL,MEDIAN
15W,FILM-41.07-01,15,B+
15W,FILM-42.12-01,10,A
15W,FILM-46.03-01,17,A
15W,FILM-47.03-01,19,A
15W,FILM-47.19-01,29,A
15W,FREN-001-02,14,B+
15W,FREN-002-01,15,A-
15W,FREN-002-02,11,A-
15W,FREN-002-03,13,A
15W,FREN-002-04,12,A-/B+
15W,FREN-003-01,18,A-
15W,FREN-003-02,18,A-
15W,FREN-003-04,12,A/A-
15W,FREN-003-90,13,A
15W,FREN-005-90,13,A
15W,FREN-006-90,13,A-
15W,FREN-008-01,16,A/A-
15W,FREN-008-90,12,A-
15W,FREN-010-90,12,A-
15W,FREN-012-90,12,A/A-
15W,FREN-025-01,11,A-
15W,FREN-029-90,12,A-
15W,FREN-030-90,12,A
15W,FREN-031-90,12,A/A-
15W,FREN-07.04-01,15,A-
15W,FREN-10.10-01,16,A
15W,GEOG-002-01,41,A-
15W,GEOG-006-01,42,B+
15W,GEOG-008-01,15,A-
15W,GEOG-009-01,29,B+
15W,GEOG-011-01,17,A-
15W,GEOG-012-01,11,B+
15W,GEOG-014-01,17,B+
15W,GEOG-028-01,27,B+
15W,GEOG-044-01,35,A-
15W,GEOG-051-01,19,A-
15W,GEOG-054-01,11,A-
15W,GEOG-067-01,15,A
15W,GEOG-07.12-01,16,A-
15W,GERM-001-01,11,B+
15W,GERM-002-01,16,A
15W,GERM-002-02,16,A
15W,GERM-07.03-01,16,B+
15W,GOVT-003-01,46,B+
15W,GOVT-004-01,32,A-/B+
15W,GOVT-005-01,31,B+
15W,GOVT-005-02,48,B+
15W,GOVT-006-01,41,B+
15W,GOVT-010-01,38,B+
15W,GOVT-010-02,27,B+
15W,GOVT-018-01,28,B+
15W,GOVT-031-01,38,B+
15W,GOVT-034-01,10,A-
15W,GOVT-059-01,34,B+
15W,GOVT-07.02-01,16,A-
15W,GOVT-20.01-01,36,B+
15W,GOVT-20.03-01,10,A-/B+
15W,GOVT-40.03-01,20,A-
15W,GOVT-40.07-01,19,A-
15W,GOVT-49.01-01,22,B+
15W,GOVT-50.03-01,27,B+
15W,GOVT-50.04-01,32,B+
15W,GOVT-66.02-01,34,B+
15W,GOVT-83.05-01,14,A-
15W,GOVT-85.27-01,16,B+
15W,GOVT-85.34-01,15,A-
15W,GOVT-86.01-01,16,A-
15W,GOVT-86.18-01,16,A-
15W,HIST-001-01,32,B+
15W,HIST-014-01,12,A-
15W,HIST-020-01,11,A-
15W,HIST-027-01,17,B+
15W,HIST-032-01,11,B+
15W,HIST-042-01,36,A-
15W,HIST-05.04-01,28,A-
15W,HIST-052-01,31,B+
15W,HIST-053-01,37,B+
15W,HIST-06.28-01,21,B+
15W,HIST-069-01,17,A-
15W,HIST-07.09-01,15,A-
15W,HIST-07.18-01,15,B
15W,HIST-09.02-01,37,A-
15W,HIST-09.04-01,29,A-
15W,HIST-099-01,12,A
15W,HIST-94.05-01,30,B+
15W,HIST-96.02-01,12,A-/B+
15W,HIST-96.08-01,10,A-/B+
15W,HIST-96.12-01,12,A-
15W,HUM-002-02,11,A
15W,HUM-002-03,14,A-
15W,INTS-015-01,25,A-
15W,INTS-016-01,42,B+
15W,INTS-018-01,41,A-
15W,ITAL-001-01,18,A/A-
15W,ITAL-001-02,12,A/A-
15W,ITAL-002-01,10,A-
15W,ITAL-002-02,12,A-
15W,ITAL-008-90,10,A
15W,ITAL-010-90,10,A-
15W,ITAL-012-90,10,A/A-
15W,JAPN-002-01,12,A-
15W,JAPN-002-02,13,A
15W,JAPN-61.03-01,24,A
15W,JWST-07.05-01,11,B+
15W,JWST-41.01-01,11,A-
15W,LACS-051-01,22,B+
15W,LAT-001-01,16,A-
15W,LAT-003-01,11,A-
15W,LAT-003-02,18,A-
15W,LAT-003-03,10,A/A-
15W,LATS-003-01,16,A
15W,LATS-040-01,27,B+
15W,LING-001-01,57,B+
15W,LING-023-01,21,A-
15W,LING-026-01,12,A-/B+
15W,LING-11.06-01,10,A-
15W,MATH-002-01,28,B+
15W,MATH-002-02,28,B+
15W,MATH-003-01,72,B
15W,MATH-003-02,72,B
15W,MATH-003-04,72,B
15W,MATH-008-01,64,B
15W,MATH-008-05,64,B
15W,MATH-013-01,76,B+
15W,MATH-013-02,76,B+
15W,MATH-013-03,76,B+
15W,MATH-017-01,13,A
15W,MATH-023-01,42,B+
15W,MATH-023-02,42,B+
15W,MATH-024-01,13,B+
15W,MATH-035-01,21,A-
15W,MATH-040-01,26,B+
15W,MATH-063-01,21,A-
15W,MATH-069-01,20,A-
15W,MATH-076-01,11,A-
15W,MUS-002-01,43,A
15W,MUS-008-01,30,A
15W,MUS-051-01,31,A
15W,MUS-07.05-01,16,A-
15W,MUS-17.01-01,19,A
15W,NAS-010-01,27,A-
15W,NAS-014-01,12,A-
15W,NAS-022-01,36,A
15W,NAS-040-01,10,A-
15W,NAS-047-01,22,A
15W,NAS-81.03-01,10,A-/B+
15W,PBPL-005-01,77,B+
15W,PBPL-091-01,16,A
15W,PHIL-005-01,30,A-
15W,PHIL-006-01,24,A-/B+
15W,PHIL-008-01,26,A-
15W,PHIL-01.03-01,18,A-/B+
15W,PHIL-013-01,14,A-
15W,PHIL-023-01,15,A-
15W,PHIL-035-01,10,A
15W,PHIL-31.04-01,10,A-
15W,PHYS-004-01,84,A-
15W,PHYS-013-01,77,B+
15W,PHYS-013-02,77,B+
15W,PHYS-014-01,35,B+
15W,PHYS-016-01,34,A-
15W,PHYS-048-01,23,B+
15W,PHYS-07.03-01,16,A-
15W,PHYS-090-01,12,B
15W,PORT-001-01,10,A
15W,PSYC-001-01,75,B+
15W,PSYC-006-01,134,B
15W,PSYC-023-01,122,B+
15W,PSYC-027-01,46,B+
15W,PSYC-044-01,42,A-/B+
15W,PSYC-045-01,35,A-
15W,PSYC-059-01,18,A-
15W,PSYC-07.03-01,16,A-
15W,PSYC-50.07-01,13,A-
15W,PSYC-50.08-01,12,A-
15W,PSYC-50.09-01,32,A/A-
15W,PSYC-54.02-01,34,A-
15W,PSYC-60.01-01,15,A-
15W,PSYC-80.02-01,16,A-
15W,PSYC-84.03-01,16,A/A-
15W,REL-001-01,24,B+
15W,REL-013-01,37,A-
15W,REL-014-01,24,B+
15W,REL-038-01,29,A
15W,REL-07.05-01,10,B+/B
15W,REL-20.02-01,23,A-
15W,RUSS-002-01,11,A-
15W,RUSS-010-01,51,A-
15W,RUSS-07.05-01,16,A-
15W,RUSS-38.05-01,25,A
15W,SART-015-01,14,A
15W,SART-015-02,17,A-
15W,SART-016-01,11,A
15W,SART-016-02,11,A
15W,SART-022-01,12,A
15W,SART-025-01,12,A
15W,SART-076-02,10,A-
15W,SART-17.08-01,14,A-
15W,SART-17.09-01,11,A-
15W,SOCY-002-01,47,A-
15W,SOCY-010-01,31,B-
15W,SOCY-015-01,19,B+
15W,SOCY-036-01,31,A
15W,SOCY-045-01,33,A-
15W,SOCY-048-01,27,B+
15W,SOCY-066-01,29,B+
15W,SOCY-07.01-01,16,A
15W,SOCY-091-01,23,B+
15W,SOCY-49.13-01,17,A
15W,SOCY-79.04-01,30,A/A-
15W,SPAN-001-01,14,A-
15W,SPAN-001-02,15,A-
15W,SPAN-001-03,17,A-
15W,SPAN-002-01,11,A-
15W,SPAN-002-02,19,A-
15W,SPAN-002-04,14,A-
15W,SPAN-002-05,15,A-
15W,SPAN-002-06,17,A-
15W,SPAN-002-07,18,A-
15W,SPAN-003-01,10,A/A-
15W,SPAN-003-02,17,A-
15W,SPAN-003-03,18,A-
15W,SPAN-003-04,18,B+
15W,SPAN-003-90,16,A-
15W,SPAN-003-91,20,A-
15W,SPAN-005-90,16,A-
15W,SPAN-005-91,20,A/A-
15W,SPAN-006-90,16,A
15W,SPAN-006-91,20,A
15W,SPAN-009-01,18,A/A-
15W,SPAN-009-02,16,A
15W,SPAN-020-01,16,A-
15W,SPAN-020-02,11,A
15W,SPAN-031-02,13,A-
15W,SPAN-060-01,15,A
15W,SPAN-07.02-01,16,A
15W,SPAN-55.04-01,20,A-
15W,SPAN-80.07-01,13,A
15W,SPEE-032-01,16,A-
15W,SPEE-20.01-01,14,B+
15W,SPEE-20.02-01,14,A
15W,THEA-001-01,18,A
15W,THEA-023-01,16,A-
15W,THEA-030-01,14,A
15W,THEA-040-01,19,A
15W,THEA-07.01-01,16,A-
15W,THEA-07.01-02,16,A
15W,THEA-10.04-01,15,A
15W,THEA-10.08-01,21,A
15W,THEA-10.21-01,14,A
15W,TUCK-001-01,127,A-
15W,TUCK-001-02,127,A-
15W,WGST-010-01,17,A
15W,WGST-018-01,18,A
15W,WGST-07.02-01,14,A-
15W,WGST-090-90,13,B+
15W,WGST-091-90,13,A-
15W,WGST-092-90,13,A-
15W,WGST-22.01-01,36,A-
15W,WGST-23.01-01,17,B+
15W,WGST-31.04-01,36,B+
15W,WGST-33.08-01,31,A
15W,WGST-34.03-01,25,A-
15W,WGST-42.05-01,23,A
15W,WGST-59.06-01,23,A
15W,WGST-61.02-01,25,A
15W,WGST-65.06-01,17,A
15W,WRIT-003-01,15,A
15W,WRIT-003-02,13,B+
15W,WRIT-003-03,13,B+
15W,WRIT-003-04,13,B+
15W,WRIT-003-05,12,B+
15W,WRIT-003-06,15,A-
15W,WRIT-003-07,14,B+
15W,WRIT-003-08,15,B+
15W,WRIT-005-01,16,A
15W,WRIT-005-02,16,A-
15W,WRIT-005-03,16,A/A-
15W,WRIT-005-04,15,A
15W,WRIT-005-05,16,A-
15W,WRIT-005-06,16,A-
15W,WRIT-005-07,16,A
15W,WRIT-005-08,11,A-
15W,WRIT-005-10,15,A-
15W,WRIT-005-11,16,A
15W,WRIT-005-12,15,A-
15W,WRIT-005-13,16,A-
15W,WRIT-005-14,16,A-
15W,WRIT-005-15,16,A-/B+
15W,WRIT-005-16,15,A-
15W,WRIT-005-17,16,A-/B+
15W,WRIT-005-18,16,A
15W,WRIT-005-19,15,A-
15W,WRIT-005-20,16,A/A-
15W,WRIT-005-21,14,A-
15W,WRIT-005-22,16,A
15W,WRIT-005-23,16,A-/B+
15W,WRIT-005-24,15,A-
15W,WRIT-005-25,16,A-
15W,WRIT-005-26,15,A
15W,WRIT-005-27,16,A
15W,WRIT-005-28,16,A-
15W,WRIT-005-29,13,A-
15W,WRIT-005-30,15,A
15W,WRIT-005-31,16,A
15W,WRIT-07.10-01,16,A
15W,WRIT-07.11-01,15,A-
16W,AAAS-013-01,19,B
16W,AAAS-023-01,30,B+
16W,AAAS-044-01,24,A
16W,AAAS-061-01,10,A/A-
16W,AAAS-86.04-01,14,A
16W,AAAS-90.02-01,10,B+
16W,AMES-011-01,40,A-
16W,AMES-026-01,24,B+
16W,AMES-21.04-01,13,A-
16W,AMES-21.10-01,25,A
16W,AMES-41.06-01,17,B+
16W,AMES-42.12-01,21,A
16W,AMES-43.03-01,18,A
16W,AMES-43.04-01,22,A-/B+
16W,ANTH-006-01,52,B+
16W,ANTH-009-01,11,A
16W,ANTH-015-01,11,A-
16W,ANTH-017-01,60,A
16W,ANTH-025-01,24,A-
16W,ANTH-032-01,24,B+
16W,ANTH-036-01,24,A
16W,ANTH-041-01,19,A-
16W,ANTH-051-90,20,A-/B+
16W,ANTH-052-90,15,A
16W,ANTH-054-90,15,A-
16W,ANTH-07.02-01,16,A-
16W,ANTH-12.11-01,23,A-
16W,ANTH-12.17-01,15,A-
16W,ANTH-12.18-01,26,A
16W,ARAB-002-01,11,A
16W,ARAB-002-03,10,A
16W,ARTH-002-01,42,B+
16W,ARTH-025-01,12,A-
16W,ARTH-045-01,10,B+
16W,ARTH-048-01,20,A-
16W,ARTH-052-01,43,B+
16W,ARTH-07.05-01,16,B+
16W,ARTH-16.22-01,10,A-/B+
16W,BIOL-013-01,65,B
16W,BIOL-013-02,68,B
16W,BIOL-015-01,16,B
16W,BIOL-028-01,16,A-
16W,BIOL-029-01,16,B+
16W,BIOL-040-01,18,B+/B
16W,BIOL-042-01,22,A-
16W,BIOL-045-01,22,B+
16W,BIOL-055-90,11,A
16W,BIOL-056-90,11,A-
16W,BIOL-057-90,11,A-
16W,BIOL-07.09-01,16,A-
16W,BIOL-078-01,24,A/A-
16W,BIOL-11.03-01,38,B
16W,CHEM-005-01,77,B
16W,CHEM-005-02,88,B
16W,CHEM-052-01,66,B+/B
16W,CHEM-057-01,19,B+
16W,CHEM-064-01,19,B+
16W,CHEM-07.03-01,16,A-
16W,CHEM-075-01,18,A-
16W,CHIN-002-01,17,A-
16W,CHIN-002-02,11,A-
16W,CHIN-022-01,11,B+
16W,CHIN-022-02,20,A-
16W,CHIN-62.01-01,17,A-
16W,CLST-001-01,154,A-
16W,CLST-018-01,22,B+
16W,CLST-021-01,16,A
16W,CLST-11.04-01,27,A-
16W,COCO-01.04-01,21,A
16W,COLT-55.02-01,25,A
16W,COLT-57.02-01,20,A-
16W,COSC-001-01,106,B+
16W,COSC-002-01,38,A
16W,COSC-010-01,81,B+
16W,COSC-024-01,12,A-/B+
16W,COSC-024-02,11,B+
16W,COSC-030-01,75,B+
16W,COSC-039-01,14,A/A-
16W,COSC-050-01,43,A-
16W,COSC-057-01,12,A/A-
16W,COSC-065-01,27,A-
16W,COSC-074-01,33,B+
16W,COSC-076-01,42,A-/B+
16W,COSC-098-01,54,A
16W,COSC-099-01,13,A
16W,COSC-124-01,12,A-/B+
16W,COSC-124-02,11,B+
16W,COSC-165-01,27,A-
16W,COSC-174-01,33,B+
16W,COSC-189.8-01,24,A-
16W,COSC-89.08-01,24,A-
16W,EARS-002-01,130,B+
16W,EARS-009-01,54,A-
16W,EARS-028-01,16,A-
16W,EARS-065-01,19,A-
16W,EARS-066-01,10,A/A-
16W,EARS-07.01-01,15,A-
16W,EARS-165-01,19,A-
16W,ECON-001-01,40,B
16W,ECON-001-02,40,B
16W,ECON-001-03,86,B-
16W,ECON-001-04,86,B-
16W,ECON-010-01,42,B
16W,ECON-010-02,42,B
16W,ECON-020-01,52,B
16W,ECON-020-02,52,B
16W,ECON-021-01,40,B
16W,ECON-021-02,40,B
16W,ECON-022-01,66,B+
16W,ECON-022-02,66,B+
16W,ECON-022-03,23,B+
16W,ECON-022-04,23,B+
16W,ECON-024-01,41,B+
16W,ECON-024-02,41,B+
16W,ECON-025-01,38,B+
16W,ECON-025-02,38,B+
16W,ECON-026-01,37,A-
16W,ECON-026-02,37,A-
16W,ECON-028-01,24,B+
16W,ECON-029-01,45,B+
16W,ECON-029-02,45,B+
16W,ECON-036-01,24,A-
16W,ECON-036-02,24,A-
16W,ECON-039-01,68,B+
16W,ECON-039-02,68,B+
16W,ECON-044-01,31,B+
16W,ECON-044-02,31,B+
16W,ECON-046-01,36,A-
16W,ECON-046-02,36,A-
16W,ECON-046-03,36,A-
16W,ECON-048-01,21,A-
16W,ECON-048-02,21,A-
16W,ECON-049-01,20,A-
16W,ECON-049-02,20,A-
16W,ECON-071-01,18,A-/B+
16W,EDUC-020-01,48,A-
16W,EDUC-058-01,18,A
16W,EDUC-064-01,28,B
16W,ENGL-002-01,13,A-
16W,ENGL-010-01,11,A-
16W,ENGL-026-01,17,B+
16W,ENGL-031-01,28,A-
16W,ENGL-045-01,19,A-
16W,ENGL-07.04-01,16,A-/B+
16W,ENGL-080-01,12,A-
16W,ENGL-081-01,12,A
16W,ENGL-082-01,11,A
16W,ENGL-53.20-01,46,A-
16W,ENGL-53.22-01,19,B+
16W,ENGL-55.02-01,17,A-
16W,ENGL-55.14-01,42,A/A-
16W,ENGS-001-01,23,B+
16W,ENGS-002-01,51,A
16W,ENGS-012-01,29,A-
16W,ENGS-014-01,16,B
16W,ENGS-016-01,16,A-
16W,ENGS-018-01,14,A-
16W,ENGS-020-01,16,B+
16W,ENGS-021-01,67,A-
16W,ENGS-022-01,47,A-
16W,ENGS-023-01,52,B+
16W,ENGS-024-01,24,B
16W,ENGS-032-01,34,B
16W,ENGS-033-01,31,B+
16W,ENGS-034-01,12,B
16W,ENGS-058-01,14,B+/B
16W,ENGS-062-01,10,A-
16W,ENGS-065-01,12,A-/B+
16W,ENGS-066-01,75,B+
16W,ENGS-07.02-01,16,A-
16W,ENGS-075-01,29,A-
16W,ENGS-090-01,30,B+
16W,ENGS-093-01,34,A-/B+
16W,ENGS-171-01,10,A-
16W,ENVS-002-01,68,B+
16W,ENVS-011-01,14,B+
16W,ENVS-030-01,23,A-
16W,ENVS-055-01,29,B+
16W,ENVS-067-01,20,A-
16W,ENVS-07.02-01,16,A-/B+
16W,ENVS-07.03-01,16,A
16W,FILM-034-01,10,A-/B+
16W,FILM-040-01,18,B+
16W,FILM-07.13-01,16,A-
16W,FILM-080-90,11,A-
16W,FILM-36.03-01,18,A
16W,FILM-41.10-01,11,A-
16W,FILM-46.05-90,11,A-
16W,FILM-46.06-01,22,A-/B+
16W,FILM-47.03-01,23,A-
16W,FILM-47.17-90,11,A-
16W,FREN-001-01,15,A
16W,FREN-002-01,15,A-
16W,FREN-002-03,14,A/A-
16W,FREN-003-01,15,A-
16W,FREN-003-02,19,A-
16W,FREN-003-03,11,A-
16W,FREN-020-01,12,A-
16W,FREN-029-90,13,A-
16W,FREN-030-90,13,A
16W,FREN-031-90,13,A-
16W,FREN-07.02-01,15,A-
16W,FRIT-35.01-01,20,A-
16W,GEOG-002-01,34,A-
16W,GEOG-006-01,41,B+
16W,GEOG-008-01,28,A
16W,GEOG-009-01,21,A-
16W,GEOG-022-01,38,A-
16W,GEOG-023-01,26,A-
16W,GEOG-032-01,22,A
16W,GEOG-051-01,19,A-
16W,GEOG-067-01,20,A-
16W,GEOG-07.12-01,16,A-
16W,GEOG-07.14-01,16,A/A-
16W,GERM-001-01,11,B+
16W,GERM-002-01,14,A-
16W,GERM-002-02,11,A-
16W,GERM-002-03,13,B+
16W,GERM-07.02-01,16,B+
16W,GOVT-003-01,30,A-/B+
16W,GOVT-004-01,48,B+
16W,GOVT-005-01,49,B+
16W,GOVT-005-02,46,B+
16W,GOVT-006-01,30,B+
16W,GOVT-010-01,33,B+
16W,GOVT-010-02,34,B+
16W,GOVT-010-03,17,A-
16W,GOVT-034-01,10,A-
16W,GOVT-035-01,25,B+
16W,GOVT-059-01,32,B+
16W,GOVT-063-01,19,A-
16W,GOVT-07.02-01,16,A-/B+
16W,GOVT-07.12-01,16,B+
16W,GOVT-20.03-01,23,A-
16W,GOVT-40.03-01,22,A-/B+
16W,GOVT-40.05-01,22,A-/B+
16W,GOVT-40.06-01,14,A-
16W,GOVT-49.04-01,30,A-
16W,GOVT-50.03-01,21,B+
16W,GOVT-50.04-01,28,B+
16W,GOVT-50.05-01,29,B+
16W,GOVT-60.05-01,51,A-
16W,GOVT-60.09-01,19,B+
16W,GOVT-83.01-01,14,A-
16W,GOVT-83.19-01,24,A-
16W,GOVT-84.33-01,14,A-
16W,GOVT-85.21-01,14,A-
16W,GOVT-86.04-01,14,A-
16W,GOVT-86.24-01,17,B+
16W,HIST-011-01,21,B+
16W,HIST-017-01,19,B
16W,HIST-034-01,43,B+
16W,HIST-042-01,35,A-
16W,HIST-045-01,28,B+
16W,HIST-05.04-01,40,A-
16W,HIST-05.05-01,24,B+
16W,HIST-052-01,17,B+
16W,HIST-06.19-01,30,B+
16W,HIST-07.02-01,16,A-/B+
16W,HIST-07.07-01,15,B+
16W,HIST-07.24-01,16,A-
16W,HIST-08.02-01,34,B+
16W,HIST-09.04-01,25,A-
16W,HIST-099-01,12,A
16W,HIST-38.01-01,20,B+
16W,HIST-43.01-01,14,A-
16W,HIST-78.02-01,13,A-
16W,HIST-92.01-01,10,A/A-
16W,HIST-94.06-01,22,B+
16W,HIST-96.02-01,11,A-
16W,HIST-96.05-01,11,A-
16W,HIST-96.08-01,15,B+
16W,HIST-96.22-01,12,A-
16W,HUM-002-02,12,A
16W,HUM-002-04,12,A
16W,INTS-016-01,41,B+
16W,INTS-018-01,34,A-
16W,INTS-17.02-01,20,A-
16W,ITAL-001-02,10,A/A-
16W,ITAL-003-01,13,A
16W,ITAL-008-90,16,A
16W,ITAL-010-90,16,A-
16W,ITAL-012-90,16,A/A-
16W,JAPN-002-01,10,A/A-
16W,JAPN-002-02,10,A
16W,JAPN-61.06-01,16,A
16W,JWST-006-01,15,A-
16W,JWST-07.01-01,16,A-/B+
16W,JWST-22.01-01,28,A
16W,LACS-052-01,30,A-
16W,LACS-059-01,10,A/A-
16W,LACS-30.11-01,14,A
16W,LAT-001-01,12,A/A-
16W,LAT-003-01,20,A/A-
16W,LING-001-01,58,A-/B+
16W,LING-027-01,25,A-
16W,LING-50.01-01,17,A-
16W,MATH-002-01,26,B+
16W,MATH-002-02,26,B+
16W,MATH-003-01,70,B-
16W,MATH-003-02,70,B-
16W,MATH-003-03,70,B-
16W,MATH-008-01,63,B-
16W,MATH-008-02,63,B-
16W,MATH-013-01,62,B
16W,MATH-013-02,62,B
16W,MATH-013-04,62,B
16W,MATH-017-01,28,A-
16W,MATH-023-01,41,A-
16W,MATH-023-04,41,A-
16W,MATH-024-01,12,A-/B+
16W,MATH-028-01,16,A-
16W,MATH-032-01,13,A
16W,MATH-035-01,21,B+
16W,MATH-040-01,17,B
16W,MATH-05.01-01,17,A-
16W,MATH-063-01,14,A-
16W,MATH-076-01,16,A-/B+
16W,MUS-008-01,38,A
16W,MUS-025-01,13,B+
16W,MUS-051-01,34,A
16W,MUS-07.02-01,16,A
16W,MUS-17.01-01,23,A-
16W,MUS-17.02-01,21,A
16W,NAS-022-01,39,A
16W,NAS-032-01,46,A-
16W,NAS-034-01,42,A/A-
16W,NAS-036-01,51,A-
16W,NAS-048-01,19,B+
16W,NAS-055-01,20,B+
16W,NAS-81.03-01,15,B+
16W,PBPL-005-01,95,B
16W,PBPL-091-01,18,A
16W,PHIL-004-01,21,A-
16W,PHIL-006-01,23,A-
16W,PHIL-01.07-01,24,A-
16W,PHIL-01.11-01,29,B+
16W,PHIL-035-01,25,B+
16W,PHIL-07.01-01,15,A-
16W,PHIL-13.01-01,15,B+
16W,PHIL-80.15-01,14,A
16W,PHYS-004-01,59,A-
16W,PHYS-005-01,35,B+
16W,PHYS-013-01,104,B+
16W,PHYS-013-02,104,B+
16W,PHYS-014-01,64,A-
16W,PHYS-016-01,29,B+
16W,PHYS-041-01,26,B+
16W,PHYS-048-01,34,B
16W,PHYS-090-01,10,A-
16W,PORT-35.01-01,14,A
16W,PSYC-001-01,87,B+
16W,PSYC-006-01,73,B+
16W,PSYC-023-01,118,B+
16W,PSYC-027-01,25,B+
16W,PSYC-043-01,35,A-
16W,PSYC-045-01,31,B+
16W,PSYC-060-01,13,A-
16W,PSYC-07.03-01,16,A-
16W,PSYC-50.02-01,18,B+
16W,PSYC-50.09-01,19,A-
16W,PSYC-51.09-01,12,A-/B+
16W,PSYC-53.10-01,22,A
16W,PSYC-54.02-01,22,A
16W,PSYC-83.03-01,14,A-
16W,PSYC-84.03-01,15,A
16W,PSYC-85.03-01,10,A
16W,PSYC-86.01-01,10,A/A-
16W,QSS-30.02-01,17,A-
16W,REL-006-01,15,A-
16W,REL-01.01-01,45,A-
16W,REL-015-01,11,A-
16W,REL-039-01,31,A
16W,REL-07.06-01,16,A-
16W,REL-085-01,14,B+
16W,REL-20.01-01,14,B+
16W,REL-57.06-01,16,A-
16W,REL-74.08-01,12,A
16W,REL-80.01-01,10,B+
16W,RUSS-002-01,12,A
16W,RUSS-031-01,38,A
16W,RUSS-07.05-01,16,A-
16W,RUSS-38.05-01,24,A
16W,SART-015-01,15,A
16W,SART-015-02,14,A
16W,SART-015-03,12,A
16W,SART-025-01,13,A
16W,SART-029-02,13,A-
16W,SART-065-01,11,A-
16W,SOCY-002-01,48,A-
16W,SOCY-010-01,29,B
16W,SOCY-011-01,15,B+
16W,SOCY-015-01,14,A-
16W,SOCY-030-01,31,B+
16W,SOCY-031-01,36,B
16W,SOCY-045-01,33,A-
16W,SOCY-050-01,25,B+
16W,SOCY-058-01,16,A-/B+
16W,SOCY-07.07-01,16,B+
16W,SOCY-49.19-01,27,A-
16W,SPAN-001-01,35,A-
16W,SPAN-001-02,35,A-
16W,SPAN-002-01,105,A-
16W,SPAN-002-02,105,A-
16W,SPAN-002-03,105,A-
16W,SPAN-002-04,105,A-
16W,SPAN-002-05,105,A-
16W,SPAN-002-06,105,A-
16W,SPAN-003-01,63,A-
16W,SPAN-003-02,63,A-
16W,SPAN-003-03,63,A-
16W,SPAN-003-04,63,A-
16W,SPAN-003-90,19,A-
16W,SPAN-003-91,19,A-
16W,SPAN-005-90,19,A-
16W,SPAN-005-91,19,A-
16W,SPAN-006-90,19,A-
16W,SPAN-006-91,19,A
16W,SPAN-009-01,29,A
16W,SPAN-009-02,29,A
16W,SPAN-020-01,21,A-
16W,SPAN-020-02,21,A-
16W,SPAN-031-01,19,A
16W,SPAN-031-02,19,A
16W,SPAN-07.05-01,14,A-
16W,SPAN-63.03-01,16,A
16W,SPAN-65.04-01,14,A-
16W,SPAN-80.09-01,14,A-
16W,SPEE-20.02-01,14,A
16W,SPEE-20.02-02,14,A
16W,THEA-016-01,14,A-
16W,THEA-030-01,14,A-
16W,THEA-030-02,16,A
16W,THEA-030-03,12,A
16W,THEA-031-01,12,A
16W,THEA-036-01,16,A
16W,THEA-040-01,17,A-
16W,THEA-044-01,11,A
16W,THEA-07.02-01,16,A-
16W,THEA-10.08-01,24,A
16W,TUCK-001-01,122,A-
16W,TUCK-001-02,122,A-
16W,WGSS-010-01,24,A
16W,WGSS-010-02,16,A
16W,WGSS-015-01,24,A
16W,WGSS-07.05-01,14,A-
16W,WGSS-22.01-01,35,A-
16W,WGSS-31.01-01,30,A-
16W,WGSS-31.02-01,22,A
16W,WGSS-46.01-01,21,A-
16W,WRIT-003-01,14,B+
16W,WRIT-003-02,15,A-
16W,WRIT-003-03,15,B+
16W,WRIT-003-04,15,A-
16W,WRIT-003-05,14,A/A-
16W,WRIT-003-06,15,A-
16W,WRIT-003-07,15,B+
16W,WRIT-003-08,15,B+
16W,WRIT-005-01,16,A
16W,WRIT-005-02,16,A-
16W,WRIT-005-03,16,A-
16W,WRIT-005-04,16,A
16W,WRIT-005-05,16,A
16W,WRIT-005-06,16,A-
16W,WRIT-005-07,15,A
16W,WRIT-005-10,16,A-
16W,WRIT-005-11,15,A
16W,WRIT-005-12,15,A-
16W,WRIT-005-13,16,A-/B+
16W,WRIT-005-14,16,A-
16W,WRIT-005-15,16,A-
16W,WRIT-005-16,16,A-/B+
16W,WRIT-005-17,16,A-
16W,WRIT-005-18,16,A-
16W,WRIT-005-19,16,A-
16W,WRIT-005-20,15,A
16W,WRIT-005-21,16,A-
16W,WRIT-005-22,16,A-
16W,WRIT-005-23,16,A
16W,WRIT-005-24,16,A-
16W,WRIT-005-25,16,A-
16W,WRIT-005-26,16,A-
16W,WRIT-005-27,16,A
16W,WRIT-005-28,15,B+
16W,WRIT-005-29,16,A
16W,WRIT-005-30,16,A-
16W,WRIT-005-31,16,A
16W,WRIT-07.04-01,16,A-/B+
16W,WRIT-07.05-01,16,B+
17W,AAAS-016-01,16,A
17W,AAAS-061-01,33,A-
17W,AAAS-81.06-01,26,A-
17W,AAAS-90.01-01,14,A-
17W,AMEL-07.01-01,15,A-
17W,AMES-009-01,57,A-
17W,AMES-011-01,32,A-
17W,AMES-026-01,31,B+
17W,AMES-027-90,20,A-
17W,AMES-028-90,20,A
17W,AMES-029-90,20,A
17W,AMES-030-01,36,A-
17W,AMES-21.04-01,20,A-
17W,AMES-40.09-01,28,A-
17W,AMES-91.02-01,13,A-
17W,ANTH-017-01,36,A-/B+
17W,ANTH-021-01,39,B+
17W,ANTH-032-01,31,B+
17W,ANTH-048-01,38,B
17W,ANTH-051-90,19,A
17W,ANTH-052-90,14,A
17W,ANTH-054-90,14,A
17W,ANTH-057-01,13,A-
