TERM,COURSE,ENRL,MEDIAN
17W,ANTH-066-01,12,A-
17W,ANTH-07.02-01,16,A-/B+
17W,ANTH-12.04-01,30,A
17W,ANTH-12.18-01,36,A-
17W,ANTH-12.19-01,16,A
17W,ANTH-50.17-01,25,A-
17W,ARAB-002-03,17,A
17W,ARTH-002-01,27,A-
17W,ARTH-020-01,11,A-
17W,ARTH-042-01,10,B+
17W,ARTH-063-01,11,A-
17W,ARTH-07.02-01,16,A-
17W,ARTH-16.20-01,31,A-
17W,ARTH-17.08-01,13,A-
17W,ASTR-015-90,13,A
17W,ASTR-061-90,13,A-
17W,BIOL-013-01,18,B+/B
17W,BIOL-013-02,63,B
17W,BIOL-014-01,55,B
17W,BIOL-015-01,11,B+
17W,BIOL-028-01,13,B+
17W,BIOL-029-01,21,A-
17W,BIOL-040-01,32,B
17W,BIOL-042-01,28,A-
17W,BIOL-045-01,22,B+
17W,BIOL-055-90,14,A-
17W,BIOL-056-90,14,A-
17W,BIOL-057-90,14,A-
17W,BIOL-07.11-01,16,A-
17W,BIOL-078-01,30,A-
17W,BIOL-11.03-01,53,B
17W,CHEM-005-01,75,B
17W,CHEM-005-02,119,B
17W,CHEM-052-01,47,B
17W,CHEM-057-01,18,A-/B+
17W,CHEM-064-01,26,B+
17W,CHEM-07.01-01,15,A
17W,CHEM-075-01,23,B+
17W,CHIN-002-02,15,A-
17W,CHIN-032-01,13,A-
17W,CLST-017-01,29,B+
17W,CLST-022-01,19,A-
17W,COLT-07.15-01,16,A-/B+
17W,COLT-18.02-01,10,A
17W,COLT-19.01-01,13,A
17W,COLT-42.01-01,138,A
17W,COLT-56.01-01,11,A-
17W,COSC-001-01,121,A-
17W,COSC-010-01,102,B+
17W,COSC-022-01,16,A
17W,COSC-030-01,30,B
17W,COSC-031-01,70,B+
17W,COSC-050-01,41,A-
17W,COSC-065-01,26,A-
17W,COSC-074-01,37,B+
17W,COSC-075-01,26,A-
17W,COSC-078-01,19,B
17W,COSC-098-01,43,A
17W,COSC-098-02,34,A
17W,COSC-099-01,16,A
17W,EARS-002-01,125,B+
17W,EARS-009-01,112,B+
17W,EARS-015-01,19,A-
17W,EARS-028-01,13,B+
17W,EARS-066-01,16,B+
17W,EARS-07.06-01,16,A
17W,EARS-077-01,17,A
17W,EARS-166-01,16,B+
17W,ECON-001-01,28,B
17W,ECON-001-02,28,B
17W,ECON-001-03,85,B+
17W,ECON-001-04,85,B+
17W,ECON-010-01,33,B
17W,ECON-010-02,33,B
17W,ECON-020-01,47,B
17W,ECON-020-02,47,B
17W,ECON-021-01,53,B
17W,ECON-021-02,53,B
17W,ECON-022-01,52,B+
17W,ECON-022-02,52,B+
17W,ECON-022-03,63,B+
17W,ECON-022-04,63,B+
17W,ECON-025-01,46,A-/B+
17W,ECON-025-02,46,A-/B+
17W,ECON-026-01,36,A-
17W,ECON-026-02,36,A-
17W,ECON-028-01,23,B+
17W,ECON-029-01,48,B+
17W,ECON-029-02,48,B+
17W,ECON-032-01,24,A-
17W,ECON-032-02,24,A-
17W,ECON-036-01,26,A-
17W,ECON-036-02,26,A-
17W,ECON-039-01,29,B+
17W,ECON-039-02,29,B+
17W,ECON-044-01,24,A-
17W,ECON-044-02,24,A-
17W,ECON-046-01,35,A-
17W,ECON-046-02,35,A-
17W,ECON-046-03,35,A-
17W,ECON-048-01,31,A-
17W,ECON-048-02,31,A-
17W,ECON-049-01,26,A-
17W,ECON-049-02,26,A-
17W,ECON-071-01,10,A-
17W,ECON-077-01,20,A-/B+
17W,ECON-077-02,20,A-/B+
17W,ECON-079-01,23,A-
17W,ECON-079-02,23,A-
17W,EDUC-024-01,25,A-
17W,EDUC-058-01,23,B+
17W,EDUC-064-01,20,B+
17W,ENGL-002-01,31,A-
17W,ENGL-010-01,12,A-
17W,ENGL-023-01,11,A-
17W,ENGL-029-01,11,B+
17W,ENGL-036-01,14,A-
17W,ENGL-045-01,13,A-
17W,ENGL-07.03-01,16,B+
17W,ENGL-07.36-01,16,B+
17W,ENGL-07.42-01,16,A-
17W,ENGL-082-01,10,A
17W,ENGL-083-02,11,A
17W,ENGL-53.19-01,10,B+
17W,ENGL-54.13-01,23,B+
17W,ENGL-55.01-01,15,B+
17W,ENGL-65.01-01,12,A
17W,ENGS-001-01,12,B
17W,ENGS-002-01,54,A-
17W,ENGS-011-01,31,A-
17W,ENGS-012-01,30,A
17W,ENGS-016-01,23,A-
17W,ENGS-018-01,29,A-
17W,ENGS-020-01,31,B+
17W,ENGS-021-01,71,A-
17W,ENGS-022-01,29,A-
17W,ENGS-023-01,49,B
17W,ENGS-024-01,24,B+
17W,ENGS-032-01,27,B
17W,ENGS-033-01,34,B+
17W,ENGS-034-01,16,B+
17W,ENGS-052-01,10,A-
17W,ENGS-058-01,13,A-
17W,ENGS-062-01,18,A
17W,ENGS-066-01,30,B
17W,ENGS-069-01,26,A-
17W,ENGS-07.02-01,14,A/A-
17W,ENGS-075-01,15,A-
17W,ENGS-090-01,34,A-
17W,ENGS-093-01,24,A-
17W,ENGS-171-01,12,A-
17W,ENVS-002-01,65,B+
17W,ENVS-010-01,18,B+
17W,ENVS-011-01,20,A-
17W,ENVS-028-01,27,B
17W,ENVS-055-01,39,B+
17W,ENVS-065-01,25,B+
17W,ENVS-07.02-01,16,B+
17W,ENVS-07.03-01,16,A-
17W,ENVS-80.08-01,15,A
17W,FILM-022-01,30,B+
17W,FILM-033-01,13,A-
17W,FILM-040-01,15,B+
17W,FILM-07.15-01,16,A-
17W,FILM-36.03-01,15,A
17W,FILM-42.13-01,11,B+
17W,FILM-46.01-01,30,B+
17W,FILM-47.22-01,30,A
17W,FREN-001-01,13,B+
17W,FREN-002-01,16,B+
17W,FREN-002-02,18,A-/B+
17W,FREN-002-03,16,A-
17W,FREN-003-01,10,A-
17W,FREN-003-02,15,A-
17W,FREN-003-03,15,A-
17W,FREN-003-90,16,A-
17W,FREN-005-90,16,A-
17W,FREN-006-90,16,A/A-
17W,FREN-008-01,14,A-
17W,FREN-023-01,11,A-
17W,FREN-024-01,10,A/A-
17W,FREN-029-90,12,A-
17W,FREN-030-90,12,A-
17W,FREN-031-90,12,A-
17W,FREN-07.02-01,16,A-
17W,FREN-10.06-01,13,A
17W,GEOG-002-01,43,A-
17W,GEOG-006-01,39,B+
17W,GEOG-008-01,27,A
17W,GEOG-009-01,34,A-/B+
17W,GEOG-014-01,16,A-/B+
17W,GEOG-017-01,18,A-/B+
17W,GEOG-020-01,21,B+
17W,GEOG-025-01,37,A
17W,GEOG-032-01,31,A
17W,GEOG-054-01,20,A-
17W,GEOG-059-01,17,A
17W,GEOG-065-01,25,A-
17W,GEOG-07.12-01,15,A-
17W,GEOG-07.15-01,16,A-
17W,GERM-001-01,12,A-
17W,GERM-002-01,13,A
17W,GERM-002-02,11,A
17W,GERM-07.04-01,16,A
17W,GOVT-003-01,39,B+
17W,GOVT-006-01,37,B+
17W,GOVT-010-01,27,B+
17W,GOVT-010-02,30,B+
17W,GOVT-010-03,27,A-
17W,GOVT-034-01,12,A-
17W,GOVT-059-01,33,B+
17W,GOVT-061-01,31,A-
17W,GOVT-062-01,15,B+
17W,GOVT-067-01,25,B+
17W,GOVT-07.12-01,16,A-
17W,GOVT-19.01-01,22,A-
17W,GOVT-20.03-01,32,A-
17W,GOVT-20.05-01,25,A-
17W,GOVT-40.19-01,28,A-
17W,GOVT-40.20-01,33,B+
17W,GOVT-50.04-01,27,B+
17W,GOVT-50.05-01,29,B+
17W,GOVT-50.16-01,27,B+
17W,GOVT-60.14-01,27,B+
17W,GOVT-81.10-01,13,B+
17W,GOVT-83.02-01,18,A-
17W,GOVT-83.09-01,12,A
17W,GOVT-84.01-01,13,A-
17W,GOVT-84.06-01,14,A-
17W,GOVT-85.02-01,11,A-
17W,GOVT-85.27-01,12,B+
17W,GOVT-86.03-01,14,A-
17W,GOVT-86.05-01,12,B+
17W,HEBR-051-01,16,A-
17W,HIST-024-01,34,B+
17W,HIST-046-01,27,B+
17W,HIST-05.02-01,21,A-
17W,HIST-05.04-01,32,A-
17W,HIST-07.05-01,15,A-
17W,HIST-07.07-01,10,B+
17W,HIST-071-01,26,A-
17W,HIST-076-01,14,B+
17W,HIST-38.01-01,36,B+
17W,HIST-43.01-01,13,A-
17W,HIST-78.02-01,20,A-
17W,HIST-92.01-01,33,A-
17W,HIST-94.05-01,29,B+
17W,HIST-96.03-01,12,A-
17W,HIST-96.08-01,22,A-
17W,HIST-96.31-01,12,A-
17W,HUM-002-02,13,A-
17W,HUM-002-03,16,A-
17W,HUM-002-04,16,A-
17W,INTS-015-01,23,A-
17W,INTS-016-01,39,B+
17W,INTS-018-01,43,A-
17W,ITAL-001-02,10,A-
17W,ITAL-008-90,11,A
17W,ITAL-010-90,11,A
17W,ITAL-012-90,11,A-
17W,JAPN-002-01,14,A
17W,JAPN-002-02,10,A
17W,JWST-004-01,17,B+
17W,JWST-24.01-01,16,A-
17W,LACS-004-01,16,A
17W,LACS-042-01,39,B+
17W,LACS-059-01,33,A-
17W,LACS-50.09-01,25,A-
17W,LACS-80.02-01,14,A-
17W,LAT-001-01,11,A
17W,LAT-001-02,22,A/A-
17W,LAT-003-01,19,A
17W,LAT-003-02,15,A-
17W,LAT-003-03,10,B+/B
17W,LAT-020-01,13,A
17W,LATS-044-01,16,A
17W,LATS-07.01-01,16,A-/B+
17W,LING-001-01,35,B+
17W,LING-023-01,15,B+
17W,LING-026-01,19,B+
17W,MATH-003-01,119,B
17W,MATH-003-02,119,B
17W,MATH-003-03,119,B
17W,MATH-003-04,119,B
17W,MATH-008-01,60,B
17W,MATH-008-02,60,B
17W,MATH-013-01,75,B+
17W,MATH-013-02,75,B+
17W,MATH-013-03,75,B+
17W,MATH-017-01,18,A-/B+
17W,MATH-023-01,46,A-
17W,MATH-023-02,46,A-
17W,MATH-024-01,13,A-
17W,MATH-028-01,29,A
17W,MATH-035-01,27,A
17W,MATH-040-01,24,A-
17W,MATH-063-01,11,B+
17W,MATH-076-01,15,A
17W,MUS-001-01,18,A
17W,MUS-004-01,36,A-
17W,MUS-025-01,10,A-
17W,MUS-03.01-01,26,A-
17W,MUS-051-01,33,A
17W,MUS-07.05-01,16,A
17W,MUS-45.04-01,14,A/A-
17W,MUS-45.06-01,28,A-
17W,NAS-055-01,36,B+
17W,NAS-81.03-01,22,A-
17W,PBPL-005-01,101,B+
17W,PBPL-81.09-01,18,A-
17W,PHIL-006-01,16,A
17W,PHIL-008-01,27,A
17W,PHIL-01.04-01,32,A/A-
17W,PHIL-035-01,20,B+
17W,PHIL-07.01-01,16,A-
17W,PHIL-09.02-01,32,A
17W,PHIL-13.01-01,16,A-
17W,PHYS-004-01,83,A-
17W,PHYS-013-01,92,B+
17W,PHYS-013-02,92,B+
17W,PHYS-014-01,49,B
17W,PHYS-016-01,18,A
17W,PHYS-041-01,18,C+
17W,PHYS-048-01,27,B
17W,PSYC-001-01,110,B+
17W,PSYC-006-01,55,A-
17W,PSYC-010-01,43,A-
17W,PSYC-023-01,111,B+
17W,PSYC-027-01,29,A
17W,PSYC-043-01,38,A-
17W,PSYC-044-01,36,A
17W,PSYC-045-01,33,A-
17W,PSYC-060-01,12,A/A-
17W,PSYC-07.03-01,16,A-
17W,PSYC-51.09-01,29,A
17W,PSYC-54.02-01,21,A
17W,PSYC-54.06-01,16,A
17W,PSYC-81.04-01,10,A
17W,PSYC-83.03-01,14,A-
17W,QSS-30.07-01,24,A
17W,QSS-30.08-01,12,A
17W,REL-004-01,17,B+
17W,REL-009-01,57,A-
17W,REL-01.01-01,58,A-
17W,REL-015-01,45,B+
17W,REL-038-01,32,A/A-
17W,REL-042-01,19,A-
17W,REL-07.07-01,16,A
17W,REL-19.21-01,17,A
17W,REL-28.04-01,17,A-
17W,REL-41.02-01,30,A
17W,RUSS-002-01,12,A/A-
17W,RUSS-031-01,27,A
17W,RUSS-07.01-01,16,A-
17W,RUSS-38.08-01,11,A-
17W,SART-015-01,14,A
17W,SART-015-02,11,A
17W,SART-015-03,10,A-
17W,SART-016-01,12,A-
17W,SART-016-02,12,A-
17W,SART-022-01,10,A
17W,SART-025-01,16,A-
17W,SART-029-01,12,A/A-
17W,SART-076-01,10,A-/B+
17W,SART-076-02,10,A
17W,SART-17.14-01,13,A
17W,SOCY-002-01,49,B+
17W,SOCY-010-01,29,B+
17W,SOCY-011-01,17,B+
17W,SOCY-015-01,18,B+
17W,SOCY-045-01,35,A-
17W,SOCY-058-01,25,A-
17W,SOCY-07.01-01,16,A/A-
17W,SOCY-091-01,13,B+
17W,SOCY-36.01-01,26,A-
17W,SOCY-49.22-01,37,A
17W,SPAN-001-01,49,A-
17W,SPAN-001-02,49,A-
17W,SPAN-001-03,49,A-
17W,SPAN-002-01,80,A-
17W,SPAN-002-02,80,A-
17W,SPAN-002-03,80,A-
17W,SPAN-002-04,80,A-
17W,SPAN-002-05,80,A-
17W,SPAN-002-06,80,A-
17W,SPAN-003-01,82,A-
17W,SPAN-003-02,82,A-
17W,SPAN-003-03,82,A-
17W,SPAN-003-04,82,A-
17W,SPAN-003-05,82,A-
17W,SPAN-003-90,17,A-
17W,SPAN-003-91,21,A-
17W,SPAN-005-90,17,A
17W,SPAN-005-91,21,A-
17W,SPAN-006-90,17,A-
17W,SPAN-006-91,21,A-
17W,SPAN-009-01,33,A
17W,SPAN-009-02,33,A
17W,SPAN-020-01,30,A-
17W,SPAN-020-02,30,A-
17W,SPAN-031-01,19,A-
17W,SPAN-031-02,19,A-
17W,SPAN-07.02-01,16,A
17W,SPAN-80.11-01,10,A/A-
17W,SPEE-026-01,18,A
17W,SPEE-20.03-01,14,A
17W,SPEE-20.03-02,13,A
17W,THEA-016-01,21,A
17W,THEA-030-01,12,A-
17W,THEA-030-02,14,A
17W,THEA-036-01,14,A
17W,THEA-040-01,17,A
17W,THEA-044-01,11,A
17W,THEA-07.01-01,16,A-
17W,THEA-07.01-02,16,A
17W,TUCK-001-01,135,A-
17W,TUCK-001-02,135,A-
17W,WGSS-010-01,21,A-
17W,WGSS-015-01,23,A
17W,WGSS-07.11-01,15,A-
17W,WGSS-33.08-01,26,A-
17W,WGSS-37.03-01,37,A
17W,WGSS-43.04-01,19,A-
17W,WGSS-43.06-01,17,A-
17W,WGSS-47.03-01,15,B+
17W,WGSS-56.01-01,30,B+
17W,WRIT-003-01,13,A-
17W,WRIT-003-02,13,A-
17W,WRIT-003-03,14,A-
17W,WRIT-003-04,14,A-/B+
17W,WRIT-003-05,15,A
17W,WRIT-003-06,13,A-
17W,WRIT-003-07,13,A-
17W,WRIT-003-08,15,A-
17W,WRIT-005-01,16,A
17W,WRIT-005-02,16,A
17W,WRIT-005-03,16,A
17W,WRIT-005-04,16,A
17W,WRIT-005-05,16,A
17W,WRIT-005-06,16,A
17W,WRIT-005-07,16,A
17W,WRIT-005-08,14,A-
17W,WRIT-005-09,11,B+
17W,WRIT-005-10,16,A-
17W,WRIT-005-11,16,A/A-
17W,WRIT-005-12,16,A
17W,WRIT-005-13,16,B+
17W,WRIT-005-14,16,A-/B+
17W,WRIT-005-15,16,A-
17W,WRIT-005-16,16,A-
17W,WRIT-005-17,14,A-/B+
17W,WRIT-005-18,16,A-
17W,WRIT-005-19,15,A-
17W,WRIT-005-20,16,A-
17W,WRIT-005-21,15,A
17W,WRIT-005-22,16,A-
17W,WRIT-005-23,16,A-
17W,WRIT-005-24,15,A
17W,WRIT-005-25,16,A-
17W,WRIT-005-26,16,A-
17W,WRIT-005-27,16,A
17W,WRIT-005-28,16,A
17W,WRIT-005-29,16,A-
17W,WRIT-005-30,16,A-
18W,AAAS-010-01,12,A-
18W,AAAS-022-01,25,A-
18W,AAAS-025-01,21,B+
18W,AAAS-026-01,18,A-
18W,AAAS-063-01,17,A
18W,AAAS-065-01,14,A
18W,AAAS-81.07-01,20,A-
18W,AAAS-83.08-01,12,A-
18W,AMEL-07.05-01,14,A-
18W,AMES-004-01,23,A-
18W,AMES-009-01,38,A-
18W,AMES-010-01,16,B+/B
18W,AMES-030-01,29,A-
18W,AMES-045-01,22,A
18W,AMES-07.02-01,16,B+
18W,AMES-07.02-02,12,B+
18W,AMES-21.03-01,21,A
18W,AMES-41.15-01,15,A-
18W,AMES-41.20-01,29,B+
18W,AMES-43.04-01,27,B+
18W,AMES-43.09-01,33,A
18W,ANTH-005-01,16,B+
18W,ANTH-011-01,35,B+
18W,ANTH-020-01,35,A-
18W,ANTH-031-01,29,A
18W,ANTH-033-01,12,A-
18W,ANTH-043-01,18,A-
18W,ANTH-044-01,12,A
18W,ANTH-048-01,20,B+
18W,ANTH-051-90,20,A-
18W,ANTH-052-90,14,A
18W,ANTH-054-90,14,A
18W,ANTH-058-01,24,A-
18W,ANTH-07.05-01,16,A-
18W,ANTH-12.01-01,35,A-
18W,ANTH-50.05-01,25,A-
18W,ARAB-002-01,12,A
18W,ARAB-002-02,10,A
18W,ARAB-010-01,23,A-
18W,ARAB-06.01-01,15,A-
18W,ARAB-62.02-01,20,A
18W,ARTH-005-01,28,A-
18W,ARTH-07.05-01,16,A-/B+
18W,ARTH-12.01-01,10,A-
18W,ARTH-40.03-01,16,A-
18W,ARTH-48.03-01,20,B+
18W,BIOL-013-01,46,B+/B
18W,BIOL-013-02,50,B
18W,BIOL-014-01,60,B
18W,BIOL-015-01,14,B
18W,BIOL-028-01,15,A-
18W,BIOL-029-01,23,A-
18W,BIOL-040-01,15,B
18W,BIOL-042-01,16,A-/B+
18W,BIOL-055-90,12,A-
18W,BIOL-056-90,12,A-
18W,BIOL-057-90,12,A-
18W,BIOL-07.02-01,16,A-
18W,BIOL-078-01,31,A-
18W,BIOL-097-01,11,A
18W,BIOL-11.03-01,76,B
18W,CHEM-005-01,103,B
18W,CHEM-005-02,96,B
18W,CHEM-052-01,54,B
18W,CHEM-064-01,24,A-
18W,CHEM-07.01-01,16,A
18W,CHEM-075-01,10,A-/B+
18W,CHEM-087-01,10,A
18W,CHIN-002-01,12,A
18W,CHIN-002-02,13,A-
18W,CHIN-63.03-01,30,A-
18W,CLST-001-01,154,A-
18W,CLST-021-01,14,A-
18W,CLST-10.07-01,24,A
18W,COLT-07.15-01,16,A-
18W,COLT-35.01-01,20,A
18W,COSC-001-01,149,B+
18W,COSC-010-01,88,B+
18W,COSC-022-01,20,A-
18W,COSC-030-01,55,B
18W,COSC-031-01,17,B+
18W,COSC-050-01,57,A-
18W,COSC-051-01,17,B+
18W,COSC-065-01,18,A-
18W,COSC-075-01,22,A
18W,COSC-098-01,33,A-
18W,COSC-098-02,35,A-
18W,COSC-099-01,29,A
18W,COSC-89.11-01,44,A
18W,COSC-89.11-02,30,A
18W,EARS-002-01,95,B+
18W,EARS-009-01,44,B+
18W,EARS-058-01,14,A-/B+
18W,EARS-065-01,23,A
18W,EARS-07.06-01,16,A
18W,EARS-077-01,11,A
18W,EARS-089-01,11,A
18W,ECON-001-01,36,B
18W,ECON-001-02,42,B
18W,ECON-001-03,72,B
18W,ECON-001-04,72,B
18W,ECON-010-01,66,B+
18W,ECON-010-02,66,B+
18W,ECON-017-01,13,A-
18W,ECON-020-01,56,B
18W,ECON-020-02,56,B
18W,ECON-021-01,46,A-/B+
18W,ECON-021-02,46,A-/B+
18W,ECON-022-01,28,B+
18W,ECON-022-02,29,A-
18W,ECON-024-01,23,B+
18W,ECON-024-02,23,B+
18W,ECON-025-01,35,A
18W,ECON-025-02,35,A
18W,ECON-026-01,39,A
18W,ECON-026-02,39,A
18W,ECON-028-01,15,B+
18W,ECON-029-01,37,A-
18W,ECON-029-02,37,A-
18W,ECON-032-01,23,A-
18W,ECON-032-02,23,A-
18W,ECON-036-01,26,A-
18W,ECON-036-02,26,A-
18W,ECON-039-01,19,B+
18W,ECON-039-02,19,B+
18W,ECON-044-01,27,B+
18W,ECON-044-02,27,B+
18W,ECON-044-03,27,B+
18W,ECON-046-01,46,A-
18W,ECON-046-02,46,A-
18W,ECON-046-03,46,A-
18W,ECON-048-01,14,A-
18W,ECON-048-02,14,A-
18W,ECON-049-01,26,A-/B+
18W,ECON-049-02,26,A-/B+
18W,ECON-071-01,18,A-
18W,ECON-077-01,10,A-
18W,ECON-077-02,16,A-
18W,EDUC-020-01,36,A-
18W,EDUC-056-01,16,A-/B+
18W,EDUC-058-01,14,B+
18W,EDUC-059-01,32,A-
18W,ENGL-002-01,33,A-
18W,ENGL-016-01,10,A-/B+
18W,ENGL-026-01,11,B+
18W,ENGL-036-01,12,A-
18W,ENGL-042-01,14,A
18W,ENGL-045-01,12,A
18W,ENGL-07.16-01,16,B+
18W,ENGL-07.43-01,16,A-
18W,ENGL-07.44-01,16,B+
18W,ENGL-07.45-01,16,A-
18W,ENGL-07.46-01,15,A
18W,ENGL-080-01,15,A
18W,ENGL-081-01,13,A-
18W,ENGL-082-01,14,A
18W,ENGL-53.07-01,20,A-
18W,ENGL-53.22-01,12,A-
18W,ENGL-53.36-01,107,A
18W,ENGL-55.07-01,20,B+
18W,ENGL-55.11-01,26,A-
18W,ENGL-55.14-01,43,A-
18W,ENGL-62.12-01,13,B+
18W,ENGL-63.02-01,18,A-
18W,ENGL-71.13-01,10,A/A-
18W,ENGL-87.06-01,17,A
18W,ENGS-002-01,53,A
18W,ENGS-011-01,17,A
18W,ENGS-012-01,27,A
18W,ENGS-012-02,20,A
18W,ENGS-016-01,23,A-
18W,ENGS-018-01,23,A-
18W,ENGS-020-01,17,B+
18W,ENGS-021-01,68,A
18W,ENGS-022-01,42,A-
18W,ENGS-023-01,65,B
18W,ENGS-024-01,47,B+
18W,ENGS-032-01,23,B
18W,ENGS-033-01,27,B+
18W,ENGS-034-01,17,B+
18W,ENGS-041-01,19,B+
18W,ENGS-052-01,12,A-
18W,ENGS-062-01,19,A-
18W,ENGS-066-01,55,B
18W,ENGS-069-01,18,A-
18W,ENGS-07.02-01,16,A-
18W,ENGS-07.06-01,16,A/A-
18W,ENGS-075-01,14,A
18W,ENGS-090-01,39,A-
18W,ENGS-093-01,22,B+
18W,ENGS-15.01-01,19,A-
18W,ENVS-002-01,60,B+
18W,ENVS-010-01,13,A-
18W,ENVS-011-01,20,A-
18W,ENVS-018-01,30,A
18W,ENVS-028-01,30,B+
18W,ENVS-055-01,34,B+
18W,ENVS-065-01,10,A-/B+
18W,ENVS-07.02-01,16,A-
18W,ENVS-07.13-01,16,A-/B+
18W,ENVS-80.08-01,29,A
18W,FILM-031-01,16,A
18W,FILM-033-01,15,A-
18W,FILM-040-01,14,A-/B+
18W,FILM-07.15-01,16,A-
18W,FILM-080-90,11,A
18W,FILM-39.01-01,11,A-
18W,FILM-41.04-01,35,A-
18W,FILM-41.07-01,10,A
18W,FILM-46.01-90,11,A
18W,FILM-46.06-01,12,A-
18W,FILM-47.17-90,11,A
18W,FILM-47.19-01,33,A
18W,FILM-47.22-01,42,A
18W,FILM-47.25-01,20,A-
18W,FREN-002-01,10,A-
18W,FREN-002-03,15,A-
18W,FREN-002-04,12,A-
18W,FREN-003-01,15,B+
18W,FREN-003-02,12,A
18W,FREN-003-03,11,A
18W,FREN-003-90,12,B+
18W,FREN-008-01,11,B+
18W,FREN-008-90,25,A-
18W,FREN-009-90,12,B+
18W,FREN-010-90,13,B+
18W,FREN-012-90,13,A-
18W,FREN-07.04-01,16,B+
18W,FREN-10.13-01,13,A-
18W,GEOG-002-01,40,A-
18W,GEOG-006-01,42,B+
18W,GEOG-008-01,31,A-
18W,GEOG-009-01,40,A-
18W,GEOG-020-01,25,A-
18W,GEOG-025-01,21,A-
18W,GEOG-051-01,23,A
18W,GEOG-059-01,11,A
18W,GEOG-061-01,15,A-
18W,GEOG-065-01,22,A-
18W,GEOG-07.14-01,16,A-
18W,GERM-002-02,10,A/A-
18W,GERM-061-01,10,A
18W,GERM-07.01-01,14,A-
18W,GERM-10.06-01,11,A
18W,GOVT-003-01,21,B+
18W,GOVT-004-01,39,B+
18W,GOVT-005-01,37,B+
18W,GOVT-006-01,39,B+
18W,GOVT-010-01,31,B+
18W,GOVT-010-02,28,B+
18W,GOVT-010-03,13,B+
18W,GOVT-016-01,26,B+
18W,GOVT-016-02,21,B+
18W,GOVT-035-01,28,B+
18W,GOVT-053-01,23,B+
18W,GOVT-07.02-01,16,A-
18W,GOVT-07.13-01,16,A-
18W,GOVT-19.01-01,21,A-
18W,GOVT-19.05-01,16,B+/B
18W,GOVT-30.02-01,12,A-
18W,GOVT-40.03-01,27,B+
18W,GOVT-40.05-01,13,A-
18W,GOVT-40.07-01,25,B+
18W,GOVT-40.09-01,19,A-
18W,GOVT-40.20-01,28,A-/B+
18W,GOVT-40.23-01,29,B+
18W,GOVT-50.06-01,34,B+
18W,GOVT-50.08-01,10,B+
18W,GOVT-66.02-01,28,B+
18W,GOVT-83.02-01,15,A-
18W,GOVT-83.09-01,12,A/A-
18W,GOVT-84.26-01,14,A-
18W,GOVT-85.02-01,16,A-
18W,GOVT-85.12-01,15,A-
18W,GOVT-86.01-01,17,A-
18W,GOVT-86.18-01,12,A-
18W,GOVT-86.26-01,12,B+
18W,HIST-019-01,20,A
18W,HIST-024-01,25,A-
18W,HIST-029-01,21,A-
18W,HIST-03.03-01,10,A/A-
18W,HIST-039-01,22,A-/B+
18W,HIST-04.01-01,23,A-
18W,HIST-046-01,35,B+
18W,HIST-07.18-01,16,B+
18W,HIST-07.28-01,16,A
18W,HIST-08.02-01,12,A-
18W,HIST-080-01,10,A
18W,HIST-087-01,15,A
18W,HIST-25.02-01,23,B+
18W,HIST-38.01-01,12,A-
18W,HIST-90.04-01,15,A-
18W,HIST-96.08-01,13,A-
18W,HUM-002-02,16,A-
18W,HUM-002-03,16,A
18W,HUM-002-04,16,A/A-
18W,INTS-015-01,19,A-
18W,INTS-016-01,42,B+
18W,INTS-018-01,40,A-
18W,ITAL-002-01,12,A
18W,ITAL-008-90,12,A/A-
18W,ITAL-010-90,12,A
18W,ITAL-012-90,12,A-
18W,JAPN-002-01,13,A-
18W,JAPN-002-02,17,A
18W,JAPN-63.02-01,24,A-
18W,JWST-044-01,15,A-
18W,JWST-40.01-01,19,A-
18W,LACS-038-01,12,A-
18W,LACS-07.04-01,15,A-
18W,LACS-076-01,15,A
18W,LACS-078-01,16,A-
18W,LACS-50.13-01,10,A
18W,LAT-001-01,12,B/B-
18W,LAT-003-01,12,B+
18W,LAT-003-02,12,B+
18W,LAT-003-03,12,A
18W,LATS-041-01,25,A
18W,LING-001-01,44,B+
18W,LING-027-01,27,A-
18W,LING-028-01,16,B+
18W,LING-11.02-01,30,A-
18W,MATH-003-01,78,B-
18W,MATH-003-02,78,B-
18W,MATH-003-03,78,B-
18W,MATH-003-04,78,B-
18W,MATH-008-01,64,B
18W,MATH-008-02,64,B
18W,MATH-013-01,90,B+
18W,MATH-013-02,90,B+
18W,MATH-013-03,90,B+
18W,MATH-023-01,42,B+
18W,MATH-023-02,42,B+
18W,MATH-023-03,42,B+
18W,MATH-024-01,18,A-
18W,MATH-028-01,27,A-
18W,MATH-032-01,22,A
18W,MATH-035-01,24,A-
18W,MATH-040-01,23,A
18W,MATH-05.01-01,16,B+/B
18W,MATH-063-01,14,A-/B+
18W,MATH-076-01,14,A
18W,MATH-30.04-01,18,A/A-
18W,MUS-001-01,19,A
18W,MUS-004-01,29,A-
18W,MUS-051-01,33,A
18W,MUS-07.05-01,16,A/A-
18W,MUS-41.01-01,10,A
18W,MUS-45.03-01,22,A
18W,NAS-011-01,35,B+
18W,NAS-016-01,22,A-/B+
18W,NAS-018-01,30,A
18W,NAS-022-01,32,A
18W,NAS-034-01,43,A-
18W,NAS-041-01,13,A-
18W,NAS-055-01,12,A-
18W,NAS-81.03-01,13,A-
18W,PBPL-005-01,92,B+
18W,PBPL-043-01,10,A-
18W,PBPL-043-02,13,A-
