Year,Term,Department,Course Number,Number of Sections,Enrollments,Mean Points
2017,17S,GERM,82.04,1,10,12.0
2018,18S,GERM,82.05,1,13,12.0
2011,11W,GOVT,3.0,1,49,10.0
2011,11X,GOVT,3.0,1,23,10.0
2011,11F,GOVT,3.0,1,50,10.0
2012,12W,GOVT,3.0,1,16,10.5
2012,12F,GOVT,3.0,1,54,10.0
2013,13W,GOVT,3.0,1,51,10.0
2013,13F,GOVT,3.0,1,59,10.0
2014,14W,GOVT,3.0,1,48,10.0
2014,14F,GOVT,3.0,1,55,10.0
2015,15W,GOVT,3.0,1,46,10.0
2015,15S,GOVT,3.0,1,52,10.0
2015,15F,GOVT,3.0,1,50,12.0
2016,16W,GOVT,3.0,1,30,10.5
2016,16S,GOVT,3.0,1,39,10.0
2016,16F,GOVT,3.0,1,54,11.0
2017,17W,GOVT,3.0,1,39,10.0
2017,17F,GOVT,3.0,1,41,10.0
2018,18W,GOVT,3.0,1,21,10.0
2018,18F,GOVT,3.0,2,84,10.0
2019,19S,GOVT,3.0,2,65,10.0
2019,19F,GOVT,3.0,2,70,10.0
2011,11W,GOVT,4.0,1,31,11.0
2011,11S,GOVT,4.0,1,51,11.0
2011,11F,GOVT,4.0,1,51,10.0
2012,12S,GOVT,4.0,1,48,10.0
2012,12F,GOVT,4.0,1,44,10.0
2013,13W,GOVT,4.0,1,45,10.0
2013,13S,GOVT,4.0,1,50,11.0
2013,13F,GOVT,4.0,1,48,10.0
2014,14W,GOVT,4.0,1,20,10.0
2014,14S,GOVT,4.0,1,44,10.0
2014,14F,GOVT,4.0,1,49,10.0
2015,15W,GOVT,4.0,1,32,10.5
2015,15S,GOVT,4.0,1,36,10.0
2015,15F,GOVT,4.0,1,44,11.0
2016,16W,GOVT,4.0,1,48,10.0
2016,16S,GOVT,4.0,1,46,10.0
2016,16F,GOVT,4.0,1,48,10.0
2017,17S,GOVT,4.0,1,38,11.0
2017,17F,GOVT,4.0,1,41,10.0
2018,18W,GOVT,4.0,1,39,10.0
2018,18S,GOVT,4.0,1,38,10.0
2018,18F,GOVT,4.0,1,76,10.0
2019,19W,GOVT,4.0,1,36,10.0
2019,19S,GOVT,4.0,1,38,10.0
2019,19F,GOVT,4.0,1,40,10.5
2020,20W,GOVT,4.0,2,46,10.5
2011,11W,GOVT,5.0,2,200,10.0
2011,11S,GOVT,5.0,2,86,10.0
2011,11F,GOVT,5.0,2,104,10.5
2012,12W,GOVT,5.0,3,230,10.0
2012,12S,GOVT,5.0,3,125,9.666666666666666
2012,12F,GOVT,5.0,3,149,10.0
2013,13W,GOVT,5.0,2,73,10.0
2013,13S,GOVT,5.0,3,162,9.333333333333334
2013,13F,GOVT,5.0,2,98,10.0
2014,14W,GOVT,5.0,2,82,10.0
2014,14S,GOVT,5.0,2,82,10.0
2014,14X,GOVT,5.0,1,16,10.0
2014,14F,GOVT,5.0,2,97,10.0
2015,15W,GOVT,5.0,2,79,10.0
2015,15S,GOVT,5.0,3,133,10.333333333333334
2015,15X,GOVT,5.0,1,24,10.0
2015,15F,GOVT,5.0,2,82,9.0
2016,16W,GOVT,5.0,2,95,10.0
2016,16S,GOVT,5.0,2,91,10.0
2016,16F,GOVT,5.0,2,101,10.0
2017,17S,GOVT,5.0,3,117,10.333333333333334
2017,17X,GOVT,5.0,1,17,11.0
2017,17F,GOVT,5.0,3,115,10.0
2018,18W,GOVT,5.0,1,37,10.0
2018,18S,GOVT,5.0,2,67,11.0
2019,19W,GOVT,5.0,3,116,10.0
2019,19S,GOVT,5.0,2,85,10.0
2019,19F,GOVT,5.0,3,196,10.0
2020,20W,GOVT,5.0,2,76,10.0
2011,11W,GOVT,6.0,1,39,10.0
2011,11S,GOVT,6.0,1,49,10.0
2011,11F,GOVT,6.0,1,45,10.0
2012,12W,GOVT,6.0,1,44,10.0
2012,12S,GOVT,6.0,1,54,10.0
2012,12X,GOVT,6.0,1,25,10.0
2012,12F,GOVT,6.0,1,44,11.0
2013,13W,GOVT,6.0,1,29,10.0
2013,13S,GOVT,6.0,1,53,11.0
2013,13X,GOVT,6.0,1,12,11.0
2013,13F,GOVT,6.0,1,39,11.0
2014,14W,GOVT,6.0,1,40,10.0
2014,14S,GOVT,6.0,1,41,10.0
2014,14F,GOVT,6.0,1,48,10.0
2015,15W,GOVT,6.0,1,41,10.0
2015,15S,GOVT,6.0,1,24,10.0
2015,15F,GOVT,6.0,1,39,10.0
2016,16W,GOVT,6.0,1,30,10.0
2016,16S,GOVT,6.0,1,48,10.0
2016,16F,GOVT,6.0,1,25,11.0
2017,17W,GOVT,6.0,1,37,10.0
2017,17S,GOVT,6.0,1,37,10.0
2017,17F,GOVT,6.0,1,39,10.0
2018,18W,GOVT,6.0,1,39,10.0
2018,18S,GOVT,6.0,1,44,10.0
2018,18F,GOVT,6.0,1,46,10.0
2019,19W,GOVT,6.0,1,35,10.0
2019,19S,GOVT,6.0,1,38,10.0
2019,19X,GOVT,6.0,1,24,10.0
2019,19F,GOVT,6.0,1,28,10.0
2020,20W,GOVT,6.0,1,38,10.5
2011,11W,GOVT,7.0,2,31,11.0
2011,11S,GOVT,7.0,1,16,11.0
2011,11F,GOVT,7.0,1,16,11.0
2012,12W,GOVT,7.0,2,29,11.0
2012,12S,GOVT,7.0,1,16,11.0
2013,13W,GOVT,7.0,1,16,11.0
2013,13S,GOVT,7.0,1,16,11.0
2014,14W,GOVT,7.0,2,31,11.0
2014,14S,GOVT,7.0,1,15,11.0
2011,11W,GOVT,10.0,1,40,10.0
2011,11S,GOVT,10.0,3,96,9.333333333333334
2011,11F,GOVT,10.0,1,36,9.0
2012,12W,GOVT,10.0,2,49,9.75
2012,12S,GOVT,10.0,3,100,10.0
2012,12X,GOVT,10.0,1,32,11.0
2012,12F,GOVT,10.0,1,41,10.0
2013,13W,GOVT,10.0,1,33,10.0
2013,13S,GOVT,10.0,3,196,9.333333333333334
2013,13F,GOVT,10.0,2,69,9.5
2014,14W,GOVT,10.0,1,31,10.0
2014,14S,GOVT,10.0,3,120,9.666666666666666
2014,14F,GOVT,10.0,2,71,10.25
2015,15W,GOVT,10.0,2,65,10.0
2015,15S,GOVT,10.0,3,102,9.333333333333334
2015,15F,GOVT,10.0,2,59,10.0
2016,16W,GOVT,10.0,3,84,10.333333333333334
2016,16S,GOVT,10.0,3,88,10.333333333333334
2016,16X,GOVT,10.0,1,27,10.0
2016,16F,GOVT,10.0,2,49,11.5
2017,17W,GOVT,10.0,3,84,10.333333333333334
2017,17S,GOVT,10.0,2,64,10.0
2017,17F,GOVT,10.0,3,55,10.0
2018,18W,GOVT,10.0,3,72,10.0
2018,18S,GOVT,10.0,3,105,10.0
2018,18F,GOVT,10.0,3,43,10.0
2019,19W,GOVT,10.0,2,61,9.75
2019,19S,GOVT,10.0,2,54,10.25
2019,19F,GOVT,10.0,2,47,10.25
2020,20W,GOVT,10.0,2,52,10.0
2015,15S,GOVT,16.0,1,35,10.0
2015,15F,GOVT,16.0,1,23,11.0
2016,16F,GOVT,16.0,2,106,10.0
2017,17F,GOVT,16.0,2,56,9.75
2018,18W,GOVT,16.0,2,47,10.0
2019,19W,GOVT,16.0,1,22,11.0
2019,19S,GOVT,16.0,2,44,10.5
2019,19X,GOVT,16.0,2,54,10.0
2019,19F,GOVT,16.0,1,29,10.0
2011,11S,GOVT,18.0,1,40,10.0
2013,13W,GOVT,18.0,1,33,9.0
2014,14S,GOVT,18.0,1,41,10.0
2015,15W,GOVT,18.0,1,28,10.0
2016,16S,GOVT,18.0,1,39,10.0
2016,16X,GOVT,18.0,1,29,10.0
2018,18S,GOVT,18.0,2,63,10.0
2019,19W,GOVT,18.0,1,33,10.0
2020,20W,GOVT,18.0,2,91,10.5
2012,12S,GOVT,19.0,1,17,11.0
2013,13S,GOVT,19.0,1,20,10.0
2014,14W,GOVT,19.0,1,11,11.0
2012,12W,GOVT,20.0,1,11,11.0
2013,13W,GOVT,20.0,1,21,10.0
2013,13X,GOVT,20.0,1,31,11.0
2014,14W,GOVT,20.0,1,34,10.5
2011,11W,GOVT,25.0,1,10,10.0
2012,12F,GOVT,26.0,1,35,10.0
2014,14F,GOVT,26.0,1,25,10.0
2018,18X,GOVT,27.0,1,27,11.0
2011,11W,GOVT,30.0,2,40,10.0
2011,11S,GOVT,30.0,3,95,10.333333333333334
2011,11X,GOVT,30.0,1,21,10.0
2012,12W,GOVT,30.0,2,50,10.5
2012,12F,GOVT,30.0,1,29,10.0
2013,13S,GOVT,30.0,2,45,10.5
2013,13F,GOVT,30.0,2,40,10.5
2014,14W,GOVT,30.0,1,34,10.0
2011,11F,GOVT,31.0,1,42,11.0
2012,12S,GOVT,31.0,1,35,10.0
2012,12F,GOVT,31.0,1,34,10.0
2014,14S,GOVT,31.0,1,43,10.0
2014,14F,GOVT,31.0,1,39,10.0
2015,15W,GOVT,31.0,1,38,10.0
2015,15F,GOVT,31.0,1,48,10.0
2016,16F,GOVT,31.0,1,37,10.0
2015,15W,GOVT,34.0,1,10,11.0
2016,16W,GOVT,34.0,1,10,11.0
2017,17W,GOVT,34.0,1,12,11.0
2012,12W,GOVT,35.0,1,18,10.0
2013,13W,GOVT,35.0,1,25,10.0
2014,14W,GOVT,35.0,1,32,10.0
2016,16W,GOVT,35.0,1,25,10.0
2018,18W,GOVT,35.0,1,28,10.0
2011,11F,GOVT,36.0,1,22,10.0
2014,14S,GOVT,37.0,1,16,10.0
2015,15S,GOVT,37.0,1,35,10.0
2011,11W,GOVT,40.0,1,25,11.0
2011,11S,GOVT,40.0,2,49,11.0
2011,11F,GOVT,40.0,1,12,10.0
2012,12W,GOVT,40.0,1,14,11.0
2012,12S,GOVT,40.0,1,25,11.0
2012,12X,GOVT,40.0,1,23,11.0
2012,12F,GOVT,40.0,2,35,10.5
2013,13W,GOVT,40.0,1,30,11.0
2013,13S,GOVT,40.0,1,38,11.0
2013,13X,GOVT,40.0,2,51,10.5
2013,13F,GOVT,40.0,2,30,10.5
2014,14W,GOVT,40.0,1,11,11.0
2013,13X,GOVT,41.0,1,33,11.0
2011,11F,GOVT,42.0,1,38,10.0
2014,14S,GOVT,42.0,1,38,10.5
2014,14F,GOVT,42.0,1,34,10.5
2016,16F,GOVT,42.0,1,35,11.0
2018,18S,GOVT,42.0,1,32,11.0
2019,19W,GOVT,42.0,1,26,11.0
2017,17S,GOVT,44.0,1,28,11.0
2018,18X,GOVT,44.0,1,22,11.0
2019,19F,GOVT,44.0,1,18,11.0
2014,14W,GOVT,47.0,1,23,10.0
2015,15S,GOVT,47.0,1,10,9.5
2012,12S,GOVT,49.0,1,16,11.0
2013,13S,GOVT,49.0,1,34,11.0
2011,11W,GOVT,50.0,3,100,10.5
2011,11S,GOVT,50.0,1,28,10.0
2011,11F,GOVT,50.0,2,70,10.0
2012,12W,GOVT,50.0,2,73,10.25
2012,12S,GOVT,50.0,3,100,10.333333333333334
2012,12X,GOVT,50.0,1,35,10.0
2012,12F,GOVT,50.0,2,52,10.25
2013,13W,GOVT,50.0,2,73,10.0
2013,13S,GOVT,50.0,3,98,10.333333333333334
2013,13F,GOVT,50.0,2,68,10.0
2014,14W,GOVT,50.0,2,63,10.0
2012,12W,GOVT,52.0,1,31,10.0
2016,16S,GOVT,52.0,1,41,10.0
2017,17S,GOVT,52.0,1,28,10.0
2018,18S,GOVT,52.0,1,39,11.0
2019,19W,GOVT,52.0,1,25,10.0
2011,11F,GOVT,53.0,1,26,9.5
2013,13F,GOVT,53.0,1,34,10.0
2015,15X,GOVT,53.0,1,30,11.5
2015,15F,GOVT,53.0,1,32,10.0
2017,17S,GOVT,53.0,1,33,10.0
2018,18W,GOVT,53.0,1,23,10.0
2019,19W,GOVT,53.0,1,19,10.0
2019,19S,GOVT,53.0,1,23,10.0
2019,19F,GOVT,53.0,1,29,10.0
2011,11W,GOVT,54.0,1,37,10.0
2011,11F,GOVT,54.0,1,43,10.0
2012,12W,GOVT,54.0,1,31,10.0
2013,13W,GOVT,54.0,1,32,11.0
2014,14S,GOVT,54.0,1,42,10.0
2014,14F,GOVT,54.0,1,45,10.0
2016,16F,GOVT,54.0,1,42,10.0
2018,18F,GOVT,54.0,2,66,10.0
2013,13S,GOVT,56.0,1,23,11.0
2014,14W,GOVT,56.0,1,13,10.0
2013,13F,GOVT,57.0,1,36,10.0
2015,15S,GOVT,57.0,1,23,10.0
2015,15F,GOVT,57.0,1,17,10.0
2018,18S,GOVT,57.0,1,22,10.0
2019,19F,GOVT,57.0,1,12,10.0
2012,12S,GOVT,58.0,1,32,10.0
2014,14W,GOVT,58.0,1,28,11.0
2019,19S,GOVT,58.0,1,31,11.0
2012,12S,GOVT,59.0,1,30,11.0
2012,12X,GOVT,59.0,1,27,10.0
2015,15W,GOVT,59.0,1,34,10.0
2016,16W,GOVT,59.0,1,32,10.0
2017,17W,GOVT,59.0,1,33,10.0
2019,19W,GOVT,59.0,1,25,10.0
2020,20W,GOVT,59.0,1,31,10.0
2011,11W,GOVT,60.0,1,19,10.0
2011,11S,GOVT,60.0,1,40,11.0
2011,11X,GOVT,60.0,1,22,10.0
2011,11F,GOVT,60.0,2,75,10.5
2012,12S,GOVT,60.0,1,43,11.0
2012,12F,GOVT,60.0,1,36,10.0
2013,13S,GOVT,60.0,2,46,10.5
2013,13F,GOVT,60.0,2,97,10.0
2012,12W,GOVT,61.0,1,26,11.0
2017,17W,GOVT,61.0,1,31,11.0
2019,19W,GOVT,61.0,1,17,10.0
2012,12S,GOVT,62.0,1,35,10.0
2013,13S,GOVT,62.0,1,32,10.0
2014,14W,GOVT,62.0,1,30,10.0
2014,14X,GOVT,62.0,1,33,10.0
2017,17W,GOVT,62.0,1,15,10.0
2011,11W,GOVT,63.0,1,20,11.0
2013,13W,GOVT,63.0,1,17,11.0
2016,16W,GOVT,63.0,1,19,11.0
2020,20W,GOVT,63.0,1,19,11.0
2011,11F,GOVT,64.0,1,29,10.0
2012,12F,GOVT,64.0,2,57,10.0
2011,11X,GOVT,65.0,1,27,11.0
2012,12F,GOVT,65.0,1,33,11.0
2014,14F,GOVT,65.0,1,29,11.0
2015,15F,GOVT,65.0,1,36,10.0
2016,16F,GOVT,65.0,1,42,10.0
2017,17F,GOVT,65.0,1,37,10.0
2011,11W,GOVT,66.0,1,32,10.0
2011,11S,GOVT,66.0,1,18,10.5
2011,11F,GOVT,66.0,1,27,10.0
2013,13W,GOVT,66.0,1,29,10.0
2013,13S,GOVT,66.0,1,22,11.0
2013,13F,GOVT,66.0,1,33,10.0
2015,15S,GOVT,66.0,1,27,10.0
2012,12W,GOVT,67.0,1,16,10.5
2013,13S,GOVT,67.0,1,36,10.5
2014,14W,GOVT,67.0,1,34,10.0
2014,14X,GOVT,67.0,1,30,10.0
2017,17W,GOVT,67.0,1,25,10.0
2019,19S,GOVT,67.0,1,28,10.0
2011,11F,GOVT,68.0,1,21,10.0
2012,12X,GOVT,68.0,1,15,10.0
2018,18S,GOVT,68.0,1,37,10.0
2019,19S,GOVT,68.0,1,62,10.0
2019,19F,GOVT,68.0,1,61,10.0
2011,11S,GOVT,69.0,1,18,9.5
2012,12S,GOVT,69.0,1,10,10.0
2012,12X,GOVT,69.0,1,23,10.0
2014,14S,GOVT,69.0,1,17,10.0
2015,15S,GOVT,69.0,1,27,10.0
2017,17X,GOVT,69.0,1,35,10.0
2019,19S,GOVT,69.0,1,40,9.0
2015,15W,GOVT,7.02,1,16,11.0
2016,16W,GOVT,7.02,1,16,10.5
2018,18W,GOVT,7.02,1,16,11.0
2019,19W,GOVT,7.02,1,16,11.0
2015,15S,GOVT,7.03,1,16,11.0
2016,16S,GOVT,7.03,1,16,11.0
2017,17S,GOVT,7.03,1,15,11.0
2018,18S,GOVT,7.03,1,15,11.0
2019,19S,GOVT,7.03,1,16,11.0
2016,16W,GOVT,7.12,1,16,10.0
2017,17W,GOVT,7.12,1,16,11.0
2019,19W,GOVT,7.12,1,16,11.0
2018,18W,GOVT,7.13,1,16,11.0
2011,11W,GOVT,81.0,2,26,10.75
2011,11S,GOVT,81.0,1,15,10.0
2012,12W,GOVT,81.0,1,12,10.5
2011,11W,GOVT,83.0,1,21,11.0
2011,11S,GOVT,83.0,1,13,11.0
2012,12W,GOVT,83.0,2,36,11.0
2012,12S,GOVT,83.0,1,12,11.0
2013,13W,GOVT,83.0,1,15,11.0
2013,13S,GOVT,83.0,1,13,11.0
2013,13F,GOVT,83.0,1,13,11.0
2014,14W,GOVT,83.0,1,18,11.0
2011,11S,GOVT,84.0,1,10,11.5
2011,11X,GOVT,84.0,1,12,11.0
2012,12W,GOVT,84.0,1,15,12.0
2012,12F,GOVT,84.0,1,11,11.0
2013,13W,GOVT,84.0,2,34,11.0
2011,11W,GOVT,85.0,2,36,10.5
2011,11S,GOVT,85.0,3,41,10.666666666666666
2011,11F,GOVT,85.0,3,45,11.0
2012,12W,GOVT,85.0,2,28,11.0
2012,12S,GOVT,85.0,2,28,11.5
2012,12F,GOVT,85.0,2,31,10.75
2013,13W,GOVT,85.0,1,17,11.0
2013,13S,GOVT,85.0,3,42,11.333333333333334
2013,13F,GOVT,85.0,5,69,11.0
2014,14W,GOVT,85.0,3,46,10.833333333333334
2011,11W,GOVT,86.0,1,15,11.0
2011,11X,GOVT,86.0,1,11,11.0
2012,12W,GOVT,86.0,2,32,10.0
2012,12S,GOVT,86.0,1,17,11.0
2012,12F,GOVT,86.0,1,11,11.0
2013,13W,GOVT,86.0,2,33,11.0
2013,13S,GOVT,86.0,1,15,11.0
2013,13F,GOVT,86.0,1,13,11.0
2014,14W,GOVT,86.0,1,16,11.0
2011,11F,GOVT,90.0,1,15,10.0
2012,12F,GOVT,90.0,1,17,12.0
2013,13F,GOVT,90.0,1,18,12.0
2014,14F,GOVT,90.0,1,15,12.0
2015,15F,GOVT,90.0,1,16,12.0
2018,18F,GOVT,90.0,1,15,12.0
2019,19F,GOVT,90.0,1,16,12.0
2011,11F,GOVT,91.0,1,15,12.0
2012,12F,GOVT,91.0,1,17,11.0
2013,13F,GOVT,91.0,1,18,11.0
2014,14F,GOVT,91.0,1,15,11.0
2015,15F,GOVT,91.0,1,16,11.0
2016,16F,GOVT,91.0,1,18,11.0
2018,18F,GOVT,91.0,1,15,11.0
2019,19F,GOVT,91.0,1,16,12.0
2011,11F,GOVT,92.0,1,15,11.0
2012,12F,GOVT,92.0,1,17,11.0
2013,13F,GOVT,92.0,1,18,12.0
2014,14F,GOVT,92.0,1,15,11.0
2016,16F,GOVT,92.0,1,18,11.0
2018,18F,GOVT,92.0,1,15,11.0
2019,19F,GOVT,92.0,1,16,11.5
2012,12S,GOVT,93.0,1,11,12.0
2016,16S,GOVT,93.0,1,13,12.0
2011,11S,GOVT,94.0,1,13,12.0
2012,12S,GOVT,94.0,1,11,11.0
2013,13S,GOVT,94.0,1,14,11.0
2014,14S,GOVT,94.0,1,11,11.0
2015,15S,GOVT,94.0,1,12,11.0
2016,16S,GOVT,94.0,1,13,12.0
2018,18S,GOVT,94.0,1,14,12.0
2019,19S,GOVT,94.0,1,14,11.0
2011,11S,GOVT,95.0,1,13,12.0
2012,12S,GOVT,95.0,1,11,11.0
2013,13S,GOVT,95.0,1,14,11.0
2014,14S,GOVT,95.0,1,11,11.0
2015,15S,GOVT,95.0,1,12,11.0
2016,16S,GOVT,95.0,1,13,12.0
2018,18S,GOVT,95.0,1,14,12.0
2019,19S,GOVT,95.0,1,14,11.0
2017,17F,GOVT,97.0,1,12,12.0
2018,18F,GOVT,97.0,1,12,12.0
2019,19F,GOVT,97.0,1,10,12.0
2017,17W,GOVT,19.01,1,22,11.0
2018,18W,GOVT,19.01,1,21,11.0
2019,19W,GOVT,19.01,1,31,10.0
2017,17S,GOVT,19.05,1,14,11.0
2018,18W,GOVT,19.05,1,16,9.5
2019,19W,GOVT,19.06,1,22,11.0
2015,15W,GOVT,20.01,1,36,10.0
2016,16F,GOVT,20.01,1,35,10.0
2017,17S,GOVT,20.01,1,30,10.0
2017,17F,GOVT,20.01,1,27,10.0
2018,18S,GOVT,20.01,1,29,10.0
2018,18F,GOVT,20.01,1,25,10.0
2019,19S,GOVT,20.01,1,18,10.0
2019,19F,GOVT,20.01,1,14,11.0
2014,14X,GOVT,20.02,1,33,10.0
2015,15X,GOVT,20.02,1,35,10.0
2016,16X,GOVT,20.02,1,12,11.0
2017,17X,GOVT,20.02,1,27,10.0
2019,19X,GOVT,20.02,1,17,11.0
2015,15W,GOVT,20.03,1,10,10.5
2016,16W,GOVT,20.03,1,23,11.0
2017,17W,GOVT,20.03,1,32,11.0
2018,18S,GOVT,20.03,1,27,11.0
2015,15X,GOVT,20.04,1,11,10.0
2015,15X,GOVT,20.05,1,32,11.0
2017,17W,GOVT,20.05,1,25,11.0
2017,17X,GOVT,20.05,1,30,11.0
2019,19W,GOVT,20.05,1,29,11.0
2016,16S,GOVT,20.07,1,30,10.0
2019,19W,GOVT,20.07,1,30,10.0
2019,19W,GOVT,20.08,1,20,11.0
2020,20W,GOVT,20.09,1,16,10.5
2014,14F,GOVT,30.02,1,27,10.0
2015,15F,GOVT,30.02,1,25,10.0
2018,18W,GOVT,30.02,1,12,11.0
2014,14F,GOVT,30.03,1,37,10.0
2015,15F,GOVT,30.03,1,30,10.0
2016,16F,GOVT,30.03,1,36,10.0
2017,17F,GOVT,30.03,1,37,11.0
2018,18F,GOVT,30.03,1,35,11.0
2019,19F,GOVT,30.03,1,34,10.0
2014,14S,GOVT,30.04,1,23,10.0
2016,16S,GOVT,30.04,1,33,10.0
2017,17S,GOVT,30.04,1,29,10.0
2018,18S,GOVT,30.04,1,20,10.0
2020,20W,GOVT,30.04,1,29,10.0
2015,15S,GOVT,30.07,1,33,10.0
2016,16S,GOVT,30.07,1,24,10.0
2019,19W,GOVT,30.07,1,20,11.0
2015,15F,GOVT,30.08,1,23,11.0
2016,16F,GOVT,30.09,1,30,10.0
2018,18S,GOVT,30.09,1,28,11.0
2018,18X,GOVT,30.09,1,17,11.0
2017,17S,GOVT,30.1,1,29,11.0
2019,19S,GOVT,30.1,1,26,11.0
2017,17S,GOVT,30.11,1,27,10.0
2018,18S,GOVT,30.11,1,17,10.0
2018,18X,GOVT,30.11,1,11,10.0
2019,19S,GOVT,30.12,1,30,11.0
2016,16S,GOVT,40.02,1,18,11.0
2017,17S,GOVT,40.02,1,18,11.0
2018,18S,GOVT,40.02,1,20,11.0
2015,15W,GOVT,40.03,1,20,11.0
2016,16W,GOVT,40.03,1,22,10.5
2018,18W,GOVT,40.03,1,27,10.0
2019,19X,GOVT,40.03,1,24,10.0
2016,16W,GOVT,40.05,1,22,10.5
2016,16F,GOVT,40.05,1,29,11.0
2018,18W,GOVT,40.05,1,13,11.0
2016,16W,GOVT,40.06,1,14,11.0
2016,16F,GOVT,40.06,1,11,11.0
2015,15W,GOVT,40.07,1,19,11.0
2018,18W,GOVT,40.07,1,25,10.0
2014,14F,GOVT,40.09,1,33,11.0
2015,15F,GOVT,40.09,1,28,10.0
2016,16F,GOVT,40.09,1,27,10.0
2017,17F,GOVT,40.09,1,32,11.0
2018,18W,GOVT,40.09,1,19,11.0
2018,18X,GOVT,40.09,1,24,11.0
2018,18F,GOVT,40.09,1,27,10.0
2019,19X,GOVT,40.09,1,73,11.0
2019,19F,GOVT,40.09,1,27,10.0
2020,20W,GOVT,40.09,1,15,11.0
2014,14S,GOVT,40.1,1,15,10.0
2015,15F,GOVT,40.13,1,30,11.0
2015,15S,GOVT,40.14,1,19,11.0
2018,18F,GOVT,40.14,1,16,11.0
2015,15S,GOVT,40.15,1,31,11.0
2015,15F,GOVT,40.15,1,39,11.0
2017,17S,GOVT,40.15,2,67,11.0
2018,18S,GOVT,40.15,1,38,11.0
2019,19S,GOVT,40.15,1,37,10.0
2017,17X,GOVT,40.17,2,73,11.5
2016,16X,GOVT,40.18,1,50,11.0
2017,17W,GOVT,40.19,1,28,11.0
2017,17F,GOVT,40.19,1,25,10.0
2018,18F,GOVT,40.19,1,14,11.0
2017,17W,GOVT,40.2,1,33,10.0
2018,18W,GOVT,40.2,1,28,10.5
2020,20W,GOVT,40.2,1,28,10.0
2017,17S,GOVT,40.21,1,25,11.0
2018,18X,GOVT,40.21,1,27,10.0
2018,18X,GOVT,40.22,1,14,11.5
2018,18W,GOVT,40.23,1,29,10.0
2019,19W,GOVT,40.23,1,13,11.0
2019,19W,GOVT,40.24,1,17,11.0
2019,19F,GOVT,40.25,1,61,10.0
2015,15W,GOVT,49.01,1,22,10.0
2014,14S,GOVT,49.04,1,39,11.0
2016,16W,GOVT,49.04,1,30,11.0
2019,19F,GOVT,49.04,1,35,10.0
2014,14F,GOVT,49.05,1,12,10.0
2017,17F,GOVT,49.05,1,33,10.0
2019,19F,GOVT,49.05,1,11,9.0
2016,16F,GOVT,49.06,1,25,11.0
2017,17F,GOVT,49.06,1,16,11.0
2014,14S,GOVT,50.01,1,33,10.0
2014,14F,GOVT,50.02,1,32,10.0
2015,15F,GOVT,50.02,1,35,10.0
2016,16X,GOVT,50.02,1,34,10.0
2018,18X,GOVT,50.02,1,23,10.0
2015,15W,GOVT,50.03,1,27,10.0
2016,16W,GOVT,50.03,1,21,10.0
2015,15W,GOVT,50.04,1,32,10.0
2016,16W,GOVT,50.04,1,28,10.0
2017,17W,GOVT,50.04,1,27,10.0
2017,17X,GOVT,50.04,1,28,10.0
2020,20W,GOVT,50.04,1,26,10.0
2015,15S,GOVT,50.05,1,32,10.0
2016,16W,GOVT,50.05,1,29,10.0
2016,16S,GOVT,50.05,1,30,10.0
2017,17W,GOVT,50.05,1,29,10.0
2017,17S,GOVT,50.05,1,30,10.0
2015,15F,GOVT,50.06,1,34,10.0
2016,16S,GOVT,50.06,1,36,10.0
2016,16F,GOVT,50.06,1,37,10.0
2018,18W,GOVT,50.06,1,34,10.0
2018,18F,GOVT,50.06,1,35,10.0
2020,20W,GOVT,50.06,1,33,10.0
2018,18W,GOVT,50.08,1,10,10.0
2019,19S,GOVT,50.08,1,23,10.0
2015,15S,GOVT,50.15,1,31,11.0
2017,17W,GOVT,50.16,1,27,10.0
2018,18S,GOVT,50.16,1,21,10.0
2018,18F,GOVT,50.16,1,27,10.0
2018,18S,GOVT,50.17,1,29,10.0
2018,18S,GOVT,50.18,1,46,11.0
2015,15S,GOVT,60.01,1,42,10.0
2014,14S,GOVT,60.02,1,22,10.0
2016,16S,GOVT,60.03,1,40,11.0
2018,18S,GOVT,60.03,1,20,11.0
2014,14F,GOVT,60.04,1,38,10.0
2016,16S,GOVT,60.04,1,35,10.0
2016,16F,GOVT,60.04,1,37,10.0
2017,17F,GOVT,60.04,1,37,10.0
2018,18F,GOVT,60.04,1,33,10.0
2019,19F,GOVT,60.04,1,30,10.0
2014,14F,GOVT,60.05,1,35,10.0
2016,16W,GOVT,60.05,1,51,11.0
2016,16F,GOVT,60.05,1,48,11.0
2019,19W,GOVT,60.05,1,31,10.0
2014,14S,GOVT,60.08,1,10,10.5
2014,14F,GOVT,60.09,1,13,11.0
2016,16W,GOVT,60.09,1,19,10.0
2016,16F,GOVT,60.09,1,25,10.0
2019,19W,GOVT,60.09,1,12,11.0
2015,15S,GOVT,60.1,1,24,10.0
2016,16F,GOVT,60.1,1,13,10.0
2017,17W,GOVT,60.14,1,27,10.0
2018,18S,GOVT,60.14,1,17,10.0
2018,18S,GOVT,60.17,1,17,11.0
2019,19S,GOVT,60.17,1,27,11.0
2019,19W,GOVT,60.18,1,34,11.0
2018,18F,GOVT,60.19,1,32,11.0
2018,18X,GOVT,60.2,1,15,12.0
2019,19X,GOVT,60.2,1,30,11.0
2019,19S,GOVT,60.22,1,34,11.0
2014,14F,GOVT,64.01,1,20,10.0
2016,16F,GOVT,64.01,1,19,10.0
2017,17F,GOVT,64.01,1,34,10.0
